source	authors	title	year	language	keywords	affiliation	countries	publisher	database	citations
journal	Ackema P.	Japanese causatives are not relevant to lexical integrity	2014			University of Edinburgh Linguistics and English Language, Dugald Stewart Building, Edinburgh, EH8 9AD, United Kingdom	spain	Blackwell Publishing Ltd	scopus.csv	5
journal	Aphek E., Tobin Y.	The Agnonian Text as a System of Systems	1986			Neve Schechter, Jerusalem, Israel; Ben-Gurion University of the Negev, Be'er Sheva, Israel			scopus.csv	5
journal	Saeedi M., Ketabi S., Kazerooni S.R.	The impacts of manipulating task complexity on EFL learners' performance	2012		Accuracy; Fluency; Lexical complexity; Structural complexity; Task complexity	English Department, Payam-e-Noor University, Najafabad, Iran; English Department, Faculty of Foreign Languages, University of Isfahan, Iran; English Department, Islamic Azad University of Khorasgan, Iran			scopus.csv	5
journal	Ndlovu V.	The limits of simplification; in translated isizulu health texts	2006			Department of African Languages, University of South Africa, P O Box 392, UNISA, Pretoria, 0003, South Africa			scopus.csv	5
journal	Ceroni A., McTiernan K., La Morgia F.	The vocabulary richness of children’s television in Ireland: A cross-generational comparison	2018		Input; Language Acquisition; Media and Television; Vocabulary	Trinity College Dublin, Ireland		The Irish Association for Applied Linguistics	scopus.csv	5
journal	Swaab P.	'Wonder' as a complex word	2012		Byron; Coleridge; Empson; Nonsense poetry; Wonder; Wordsworth	University College London, United Kingdom	china,china,china		scopus.csv	6
journal	Bosch S.E., Pretorius L.	A computational approach to Zulu verb morphology within the context of lexical semantics	2017		Bitext; Computational morphological analysis; Lexical semantics; Verb extensions; Zulmorph; Zulu lexical knowledge base; Zulu verb morphology	Department of African Languages, University of South Africa, Pretoria, South Africa; School of Interdisciplinary Research and Graduate Studies, University of South Africa, Pretoria, South Africa	china,hong kong	Bureau of the WAT	scopus.csv	6
journal	Zharkova N., Schaeffler S., Gibbon F.E.	Adult speakers' tongue-palate contact patterns for bilabial stops within complex clusters	2009		Articulation; Bilabial stops; Clusters; Electropalatography (EPG); Speechadult; aged; article; controlled study; electropalatography; female; hearing; human; human experiment; lip; male; normal human; priority journal; speech articulation; tongue; Adult; Biomechanics; Electrodiagnosis; Female; Humans; Lip; Male; Middle Aged; Palate; Phonetics; Sound Spectrography; Speech; Speech Acoustics; Tongue	Speech Science Research Centre, Queen Margaret University, Queen Margaret University Drive, Musselburgh, East Lothian EH21 6UU, United Kingdom	germany		scopus.csv	6
journal	Cercone N., Naruedomkul K.	Computational approaches to assistive technologies for people with disabilities	2013		Audition; Computation theory; Computational methods; Education; Natural language processing systems; Assistive technology; Bangkok , Thailand; Computational approach; Multimedia support; People with disabilities; Spontaneous speech; Word Sense Disambiguation; York University , Toronto , Canada; Engineering education	Department of Computer Science and Engineering, Faculty of Science and Engineering, York University, Toronto, ON  M3J 1P3, Canada; Department of Mathematics, Faculty of Science, Mahidol University, Bangkok, 10400, Thailand	italy	IOS Press	scopus.csv	6
journal	Arcodia G.F.	Coordinating nominal compounds: Universal vs. areal tendencies	2018		co-compound; compounding; coordination; dvandva; standard average European	Dipartimento di Scienze Umane per la Formazione 'R. Massa', Università degli Studi di Milano-Bicocca, Piazza dell'Ateneo Nuovo 1, Milano, 20126, Italy	italy,france	De Gruyter Mouton	scopus.csv	6
journal	Aravena S., Quiroga R.	Development of Lexic complexity in two genres written by students of different socioeconomic groups [Desarrollo de la complejidad léxica en dos géneros escritos por estudiantes de distintos grupos socioeconómicos]	2018		Development; Genres.; Lexical complexity; Writing	Departamento de Ciencias Del Lenguaje, Pontificia Universidad Católica de Chile, Chile	japan	Pontificia Universidad Catolica de Chile	scopus.csv	6
journal	Shi B., Huang L., Lu X.	Effect of prompt type on test-takers’ writing performance and writing strategy use in the continuation task	2020		prompt type; The continuation task; writing assessment; writing performance; writing strategy	South China Normal University, China; The Pennsylvania State University, United States	netherlands	SAGE Publications Ltd	scopus.csv	6
journal	Celata C., Calderone B., Montermini F.	Enriched sublexical representations to access morphological structures. A psycho-computational account	2011		Morphological processing; Phonotactics; Psycho-computational simulations	Laboratorio di Linguistica, Scuola Normale Superiore, Piazza dei Cavalieri, 7 I-56126 Pisa, Italy; CLLE-ERSS (UMR 5263) CNRS, Université de Toulouse-Le Mirail, 5, allées Antonio-Machado, F-31058 Toulouse Cedex 9, France	netherlands,netherlands,netherlands		scopus.csv	6
journal	Orăsan C., Evans R., Mitkov R.	Intelligent text processing to help readers with autism	2018		Autism spectrum disorder; Language technology; Text accessibility; Text simplification;	Research Institute in Information and Language Processing, University of Wolverhampton, Wolverhampton, WV1 1LY, United Kingdom	spain	Springer Verlag	scopus.csv	6
journal	Mavrou I., Ainciburu M.C.	Length measurements in the empirical investigation of SLA: Measures of syntactic complexity or fluency? [Medidas de longitud en la investigación empírica de ASL: ¿medidas de complejidad sintáctica o de fluidez?]	2019		Common factor analysis; Fluency; Linguistic complexity; Measures of mean length; Written production	Universidad Antonio de Nebrija, Departamento de Lenguas Aplicadas y Educación, C/ Santa Cruz de Mercenado, 27, Madrid, 28015, Spain; Universidad de Siena, Departamento de Lenguas Aplicadas, Spain	spain,spain	John Benjamins Publishing Company	scopus.csv	6
journal	Lu X., Gamson D.A., Eckert S.A.	Lexical difficulty and diversity of American elementary school reading textbooks: Changes over the past century	2014		Educational history; Lexical difficulty; Lexical diversity; Reading textbooks	Department of Applied Linguistics, Pennsylvania State University, 301 Sparks Building, University Park, PA 16802, United States; Department of Education Policy Studies, Pennsylvania State University, 310D Rackley Building, University Park, PA 16802, United States; Center for the Advancement of Girls, Agnes Irwin School, Rosemont, PA 19010, United States	spain,united kingdom,spain	John Benjamins Publishing Company	scopus.csv	6
journal	Anderson C., Cohen W.	Measuring word complexity in speech screening: Single-word sampling to identify phonological delay/disorder in preschool children	2012		phonological delay/disorder; speech assessment; spontaneous naming; word complexity measureage distribution; article; human; language disability; language test; mass screening; methodology; multicenter study; phonetics; preschool child; psychometry; reference value; United Kingdom; Age Distribution; Child, Preschool; Great Britain; Humans; Language Development Disorders; Language Tests; Mass Screening; Phonetics; Psychometrics; Reference Values	Faculty of Humanities and Social Sciences, School of Psychological Sciences and Health, University of Strathclyde, 50 George Street, Glasgow G1 1QE, United Kingdom	ukraine,ukraine		scopus.csv	6
journal	Vinogradova O.I., Lyashevskaya O.N., Panteleeva I.M.	Multi-level student essay feedback in a learner corpus	2017		Automated feedback; Corpus research; Essay evaluation; Learner corpora; Lexical complexity; Syntactic complexity	National Research University, Higher School of Economics, Russian Federation; Vinogradov Institute, Russian Language RAS, Moscow, Russian Federation	united kingdom	Rossiiskii Gosudarstvennyi Gumanitarnyi Universitet	scopus.csv	6
journal	Baleghizadeh S.	Peer interaction through student-made questions: Does it facilitate reading comprehension?	2013			Department of English Language and Literature, Shahid Beheshti University, G.C., Tehran, Iran	united kingdom,united kingdom		scopus.csv	6
journal	Packard J.L.	Pragmatic effects in the Chinese lexicon	2003			Department of East Asian Languages and Cultures, University of Illinois, 707 S. Mathews Ave., Urbana, IL 61801, United States	united kingdom,united kingdom	Pacini Editore	scopus.csv	6
journal	Awwad A., Tavakoli P.	Task complexity, language proficiency and working memory: Interaction effects on second language speech performance	2019		intentional reasoning; language proficiency; second language speech performance; task complexity; working memory	English Language and Literature, Isra University, Amman, Jordan; English Language and Applied Linguistics, University of Reading, Reading, United Kingdom	united states,united states,united states	Walter de Gruyter GmbH	scopus.csv	6
journal	Lu A., Yu Y., Niu J., Zhang J.X.	The effect of sign language structure on complex word reading in chinese deaf adolescents	2015		adolescent; Article; Chinese; clinical article; comprehension; controlled study; female; hearing impairment; human; language processing; latent period; male; reading; sign language; written language; adult; China; patient; young adult; Adolescent; Adult; China; Deafness; Female; Humans; Male; Persons With Hearing Impairments; Reading; Sign Language; Young Adult	Center for Studies of Psychological Application and School of Psychology, South China Normal University, Guangzhou, China; Guangdong Key Laboratory of Mental Health and Cognitive Science, Guangzhou, China; Guangdong Center of Mental Assistance and Contingency Technique for Emergency, Guangzhou, China; Department of Psychology, Fudan University, Shanghai, China		Public Library of Science	scopus.csv	6
journal	Sadeghi K., Mosalli Z.	The effect of task complexity on fluency and lexical complexity of EFL learners' argumentative writing	2012		Argumentative writing; EFL learners; Fluency; Lexical complexity; Lexical density; Task complexity	English Language Department, Urmia University, Urmia, 165, Iran; Urmia University, Iran		Australian International Academic Centre PTY LTD	scopus.csv	6
